COD;TIPO;DESDE;PRECIO
2641;A;15/02/2008;1.6
2641;A;10/09/2008;1.3
2641;A;12/10/2009;1.6
2641;A;13/10/2009;1.4
2641;A;14/05/2010;1.5
2641;A;01/01/2011;1.25
2641;A;28/02/2011;1.5
2642;A;15/02/2008;1.6
2642;A;10/09/2008;1.3
2642;A;12/10/2009;1.4
2642;A;14/05/2010;1.5
2642;A;01/01/2011;1.25
2642;A;28/02/2011;1.5
2643;A;15/02/2008;1.6
2643;A;10/09/2008;1.3
2643;A;12/10/2009;1.4
2643;A;14/05/2010;1.5
2643;A;01/01/2011;1.25
2643;A;28/02/2011;1.5
2644;A;15/02/2008;1.6
2644;A;10/09/2008;1.3
2644;A;12/10/2009;1.4
2644;A;14/05/2010;1.5
2644;A;01/01/2011;1.25
2644;A;28/02/2011;1.5
2645;A;15/02/2008;1.6
2645;A;10/09/2008;1.3
2645;A;01/01/2011;1.25
2650;A;12/09/2002;10.5
2650;A;20/02/2003;12
2650;A;01/08/2003;12
2660;A;12/09/2002;6
2660;A;23/06/2003;6
2660;A;01/08/2003;6
2660;A;25/10/2004;6
2660;A;10/11/2004;6
2660;A;11/10/2006;61.667
2660;A;13/08/2007;6.333
2660;A;18/11/2008;6.5
2660;A;28/02/2011;7.5
2661;A;09/11/2004;6
2661;A;05/09/2005;6
2661;A;01/10/2005;6
2661;A;11/10/2006;61.667
2661;A;13/08/2007;6.333
2661;A;18/11/2008;6.5
2661;A;28/02/2011;7.5
2662;A;12/09/2002;6
2662;A;23/06/2003;6
2662;A;01/08/2003;6
2662;A;25/10/2004;6
2662;A;10/11/2004;6
2662;A;05/09/2005;6
2662;A;01/10/2005;6
2662;A;11/10/2006;61.667
2662;A;13/08/2007;63.333
2662;A;18/11/2008;6.5
2662;A;28/02/2011;7.5
2663;A;16/11/2011;7.5
2670;A;12/09/2002;2.5
2670;A;01/08/2003;2.5
2671;A;26/06/2009;3.666
2671;A;12/10/2009;4
2671;A;13/10/2009;3.8
2671;A;02/08/2010;4
2671;A;01/01/2011;4.3
2680;A;12/09/2002;0.65
2680;A;01/08/2003;0.65
2680;A;25/03/2008;6.33
2680;A;22/07/2008;7.5
2680;A;08/04/2009;6.5
2680;A;01/07/2009;7.5
2680;A;13/09/2010;6.5
2680;A;01/11/2010;7
2680;A;01/01/2011;7.5
2680;A;28/02/2011;8.25
2680;A;11/08/2011;8.583
2681;A;25/03/2008;6.33
2681;A;22/07/2008;7.5
2681;A;08/04/2009;6.5
2681;A;01/07/2009;7.5
2681;A;13/09/2010;6.5
2681;A;01/11/2010;7
2681;A;01/01/2011;7.5
2681;A;28/02/2011;8.25
2681;A;11/08/2011;8.583
2682;A;25/03/2008;6.33
2682;A;22/07/2008;7.5
2682;A;08/04/2009;6.5
2682;A;01/07/2009;7.5
2682;A;13/09/2010;6.5
2682;A;01/04/2011;8.25
2682;A;11/08/2011;8.583
2682;A;20/01/2012;7
2682;A;22/02/2012;8.583
2683;A;25/03/2008;6.33
2683;A;22/07/2008;7.5
2683;A;08/04/2009;6.5
2683;A;01/07/2009;7.5
2683;A;13/09/2010;6.5
2683;A;01/11/2010;7
2683;A;01/01/2011;7.5
2683;A;28/02/2011;8.25
2683;A;11/08/2011;8.583
2684;A;25/03/2008;6.33
2684;A;22/07/2008;7.5
2684;A;08/04/2009;6.5
2684;A;01/07/2009;7.5
2684;A;13/09/2010;6.5
2684;A;01/11/2010;7
2684;A;01/01/2011;7.5
2684;A;28/02/2011;8.25
2684;A;11/08/2011;8.583
2685;A;01/03/2009;7.5
2685;A;13/09/2010;6.5
2685;A;01/11/2010;7
2685;A;01/01/2011;7.5
2685;A;28/02/2011;8.25
2685;A;11/08/2011;8.583
2686;A;24/05/2011;8.5
2686;A;01/09/2011;8.583
2686;A;22/12/2011;9.4
2686;A;26/01/2012;8.7
2687;A;24/05/2011;8.5
2687;A;01/09/2011;8.583
2687;A;22/12/2011;9.4
2687;A;26/01/2012;8.7
2688;A;24/05/2011;8.5
2688;A;01/09/2011;8.583
2688;A;22/12/2011;9.4
2688;A;26/01/2012;8.7
2690;A;27/09/2002;0.4
2690;A;01/08/2003;0.4
2690;A;01/09/2004;0.4
2690;A;12/10/2009;0.4
2691;A;09/06/2005;0.4
2691;A;11/06/2005;0.4
2691;A;19/06/2009;0.4
2691;A;12/10/2009;0.4
2692;A;22/07/2010;0.4
2698;A;10/10/2006;5.5
2699;A;24/09/2006;3
2700;A;12/09/2002;1.2
2700;A;01/08/2003;1.2
2700;A;08/01/2007;1.7
2700;A;10/09/2008;1.3
2719;A;30/08/2010;3
2719;A;28/02/2011;3.2
2720;A;12/09/2002;2.5
2720;A;01/12/2006;2.7
2720;A;13/08/2007;2.9
2720;A;18/11/2008;3
2720;A;28/02/2011;3.2
2721;A;22/07/2003;2.5
2721;A;01/08/2003;2.5
2721;A;11/10/2006;2.7
2722;A;01/08/2003;2.5
2722;A;11/10/2006;2.7
2722;A;13/08/2007;2.9
2722;A;18/11/2008;3
2722;A;28/02/2011;3.2
2723;A;01/08/2003;2.5
2723;A;11/10/2006;2.7
2724;A;01/12/2006;2.7
2724;A;13/08/2007;2.9
2724;A;18/11/2008;3
2725;A;10/06/2004;8
2725;A;01/01/2010;1.66
2725;A;01/04/2010;1.75
2725;A;02/08/2010;1.8
2725;A;01/01/2011;2
2726;A;21/12/2009;1.66
2726;A;01/04/2010;1.75
2726;A;02/08/2010;1.8
2726;A;01/01/2011;2
2727;A;21/12/2009;1.66
2727;A;01/04/2010;1.75
2727;A;03/08/2010;1.8
2727;A;01/01/2011;2
2728;A;21/12/2009;1.66
2728;A;01/04/2010;1.75
2728;A;02/08/2010;1.8
2729;A;21/12/2009;1.66
2729;A;01/04/2010;1.75
2729;A;02/08/2010;1.8
2729;A;01/01/2011;2
2730;A;12/09/2002;2.5
2730;A;01/08/2003;2.5
2730;A;11/10/2006;2.7
2730;A;13/08/2007;2.9
2730;A;18/11/2008;3
2731;A;23/07/2003;2.5
2731;A;01/08/2003;2.5
2731;A;11/10/2006;2.7
2731;A;01/07/2008;0.45
2732;A;12/11/2004;2.5
2732;A;11/10/2006;2.7
2732;A;12/10/2009;2.75
2733;A;01/12/2006;2.7
2733;A;13/08/2007;2.9
2733;A;18/11/2008;3
2733;A;01/03/2011;3.2
2734;A;14/05/2011;2.5
2734;A;20/09/2011;2.1
2735;A;23/05/2011;3
2735;A;06/06/2011;0
2790;A;01/04/2003;1.5
2790;A;01/08/2003;1.5
2790;A;15/01/2004;1.25
2790;A;01/09/2009;1.7
2790;A;13/10/2009;2
2790;A;14/05/2010;1.5
2790;A;01/01/2011;1.25
2790;A;21/02/2011;1.5
2791;A;01/04/2003;1.5
2791;A;01/08/2003;1.5
2791;A;15/01/2004;1.25
2791;A;01/09/2009;1.7
2791;A;13/10/2009;2
2791;A;14/05/2010;1.5
2791;A;01/01/2011;1.25
2791;A;21/02/2011;1.5
2793;A;01/04/2003;1.5
2793;A;01/08/2003;1.5
2793;A;15/01/2004;1.25
2793;A;01/09/2009;1.7
2793;A;13/10/2009;2
2795;A;01/04/2003;1.5
2795;A;01/08/2003;1.5
2795;A;15/01/2004;1.25
2796;A;01/04/2003;1.5
2796;A;01/08/2003;1.5
2796;A;15/01/2004;1.25
2796;A;28/10/2004;1.25
2797;A;01/08/2003;1.5
2797;A;15/01/2004;1.25
2798;A;17/07/2003;1.2
2798;A;01/08/2003;1.2
2799;A;18/07/2003;16.296
2799;A;01/08/2003;1.63
2800;A;12/09/2002;0.75
2800;A;01/08/2003;0.75
2800;A;01/10/2005;0.8
2801;A;28/02/2004;4
2801;A;25/10/2004;4
2801;A;01/09/2009;5.2
2801;A;13/10/2009;5.2
2801;A;14/05/2010;4.5
2801;A;21/02/2011;5
2802;A;28/02/2004;5
2802;A;25/10/2004;4
2802;A;01/09/2009;5.2
2802;A;13/10/2009;5.2
2802;A;14/05/2010;4.5
2802;A;21/02/2011;5
2803;A;01/03/2004;4
2803;A;25/10/2004;4
2803;A;01/09/2009;5.2
2803;A;13/10/2009;5.2
2803;A;14/05/2010;4.5
2803;A;21/02/2011;5
2803;A;23/05/2011;4.867
2804;A;30/12/2002;0.75
2804;A;01/08/2003;0.75
2804;A;23/12/2005;0.8
2804;A;21/02/2008;0.8
2804;A;27/10/2008;109.091
2805;A;30/12/2002;0.75
2805;A;01/08/2003;0.75
2805;A;23/12/2005;0.8
2805;A;21/02/2008;0.8
2805;A;27/10/2008;109.091
2806;A;01/10/2002;0.75
2806;A;01/08/2003;0.75
2806;A;23/12/2005;0.8
2806;A;18/10/2006;0.8
2806;A;21/02/2008;0.8
2806;A;27/10/2008;109.091
2806;A;21/05/2009;0.803
2806;A;12/10/2009;0.8
2807;A;01/03/2004;4
2807;A;25/10/2004;4
2808;A;12/08/2004;5
2808;A;28/10/2004;5
2809;A;01/10/2011;7
2810;A;12/09/2002;0.4
2811;A;01/10/2011;7
2812;A;01/02/2012;7
2815;A;01/03/2012;50
2816;A;01/03/2012;50
2817;A;01/03/2012;45
2817;A;19/05/2012;50
2818;A;19/05/2012;62
2819;A;19/05/2012;50
2820;A;12/09/2002;2.5
2821;A;08/12/2012;45
2822;A;08/12/2012;45
2823;A;08/12/2012;45
2824;A;08/12/2012;45
2825;A;08/12/2012;25
2826;A;08/12/2012;25
2830;A;12/09/2002;2.5
2834;A;01/03/2012;17
2835;A;01/03/2012;17
2836;A;01/03/2012;17
2837;A;01/03/2012;17
2838;A;20/11/2012;17
2860;A;30/09/2002;6.5
2860;A;07/06/2003;5.5
2860;A;06/12/2004;6.5
2860;A;16/11/2006;7
2860;A;23/07/2007;8
2860;A;18/03/2008;9
2860;A;12/01/2011;9.5
2860;A;21/02/2011;9.5
2861;A;07/06/2003;5.5
2861;A;06/12/2004;6.5
2861;A;01/09/2010;10
2861;A;21/02/2011;10
2865;A;01/10/2002;0.5
2865;A;19/04/2006;17
2865;A;22/08/2006;24
2865;A;30/09/2006;19
2865;A;23/07/2007;24
2865;A;18/03/2008;24
2865;A;12/10/2009;25.2
2865;A;13/10/2009;30
2865;A;21/02/2011;33
2866;A;06/09/2005;9.24
2866;A;01/10/2005;9.24
2866;A;04/11/2005;9.24
2866;A;19/04/2006;15
2866;A;22/08/2006;24
2866;A;30/09/2006;19
2866;A;23/07/2007;24
2866;A;18/03/2008;24
2866;A;12/10/2009;32
2866;A;13/10/2009;30
2866;A;21/02/2011;33
2870;A;30/09/2002;1
2870;A;01/08/2003;0.8
2895;A;15/01/2003;45
2896;A;01/02/2010;8.5
2896;A;21/02/2011;9.5
2897;A;07/07/2005;8
2897;A;18/07/2005;7.8
2897;A;29/07/2005;8
2897;A;01/10/2005;7.5
2897;A;06/01/2006;7
2897;A;14/11/2006;7.5
2897;A;01/03/2007;8
2897;A;18/03/2008;8.5
2897;A;21/02/2011;9.5
2898;A;18/07/2005;7.8
2898;A;01/10/2005;7.5
2898;A;06/01/2006;7
2898;A;14/11/2006;7.5
2898;A;01/03/2007;8
2898;A;18/03/2008;8.5
2898;A;01/02/2010;8.5
2898;A;21/02/2011;9.5
2899;A;18/07/2005;7.8
2899;A;01/10/2005;7.5
2899;A;06/01/2006;7
2899;A;14/11/2006;7.5
2899;A;01/03/2007;8
2899;A;18/03/2008;8.5
2899;A;01/02/2010;8.5
2899;A;21/02/2011;9.5
2903;A;22/10/2002;8
2903;A;01/08/2003;8
2903;A;01/10/2005;8.5
2904;A;01/07/2003;2.6
2904;A;03/08/2004;2.8
2904;A;22/08/2005;2.9
2905;A;01/07/2003;0.1831
2906;A;01/08/2003;1.63
2924;A;20/01/2010;0.803
2925;A;27/07/2009;0.9
2926;A;01/08/2006;0.85
2926;A;08/01/2007;0.87
2926;A;23/07/2007;0.87
2926;A;27/11/2007;0.87
2926;A;18/03/2008;0.9
2926;A;21/02/2011;1
2927;A;01/08/2006;0.85
2927;A;08/01/2007;0.87
2927;A;23/07/2007;0.87
2927;A;27/11/2007;0.87
2927;A;18/03/2008;0.85
2927;A;31/03/2008;0.87
2927;A;01/05/2008;0.9
2927;A;21/02/2011;1
2927;A;19/11/2011;0.9
2927;A;01/03/2012;1
2928;A;01/08/2006;0.85
2928;A;08/01/2007;0.87
2928;A;23/07/2007;0.87
2928;A;27/11/2007;0.87
2928;A;18/03/2008;0.9
2928;A;21/02/2011;1
2929;A;01/06/2006;2.6
2929;A;17/07/2006;2.6
2929;A;01/10/2006;2.75
2929;A;16/10/2006;2.75
2929;A;08/01/2007;2.9
2929;A;01/03/2007;3
2929;A;23/04/2007;3.2
2929;A;23/07/2007;3.3
2929;A;13/08/2007;3.4
2929;A;27/11/2007;3.6
2929;A;18/03/2008;4.3
2929;A;10/09/2008;4
2929;A;03/04/2009;4.3
2929;A;30/12/2009;4
2929;A;14/01/2010;4.3
2929;A;21/02/2011;4.3
2930;A;01/10/2005;2.4
2930;A;12/04/2006;2.6
2931;A;01/10/2005;3
2931;A;01/06/2006;2.5
2932;A;01/10/2005;3
2932;A;01/06/2006;2.5
2941;A;01/10/2005;0.4
2941;A;01/06/2006;0.4
2942;A;01/10/2005;0.4
2944;A;01/06/2006;0.8
2950;A;01/10/2002;27.5
2952;A;01/10/2005;2.6
2960;A;01/10/2005;6.5
2961;A;01/10/2005;1.3
2962;A;01/10/2005;0.8
2963;A;01/10/2005;6.5
2963;A;18/03/2008;8
2964;A;01/10/2005;0.4
2965;A;01/10/2005;4.3
2966;A;01/10/2005;1
2970;A;01/10/2005;1.5
2971;A;01/10/2005;0.35
2980;A;01/10/2005;5.6
2980;A;22/08/2006;6
2980;A;23/04/2007;6.1
2980;A;23/07/2007;6.5
2980;A;13/08/2007;7
2980;A;21/08/2007;8
2980;A;18/03/2008;9.5
2980;A;21/02/2011;10.5
2991;A;01/03/2010;0.9
2991;A;06/06/2011;1
2991;A;19/11/2011;0.9
2991;A;01/03/2012;1
2992;A;26/06/2009;0.9
2992;A;13/10/2009;0.8
2993;A;27/07/2009;0.9
2993;A;13/10/2009;0.8
2994;A;13/10/2009;3.7
2995;A;05/11/2009;4
3000;A;29/09/2002;50
3000;A;02/12/2004;55
3000;A;18/10/2006;55
3000;A;21/02/2008;62.5
3000;A;27/10/2008;72.5
3000;A;12/10/2009;72.5
3000;A;30/12/2009;75
3001;A;29/09/2002;50
3001;A;02/12/2004;55
3001;A;01/10/2005;55
3001;A;18/10/2006;55
3001;A;21/02/2008;62.5
3001;A;27/10/2008;72.5
3001;A;12/10/2009;72.5
3001;A;30/12/2009;75
3002;A;19/11/2004;55
3002;A;01/12/2004;45
3002;A;02/12/2004;55
3002;A;10/08/2005;55
3002;A;18/10/2006;55
3002;A;21/02/2008;62.5
3002;A;27/10/2008;72.5
3002;A;12/10/2009;72.5
3002;A;30/12/2009;75
3004;A;24/05/2004;0.8
3005;A;29/09/2004;50
3005;A;02/12/2004;55
3005;A;01/10/2005;55
3005;A;18/10/2006;55
3005;A;21/02/2008;62.5
3005;A;27/10/2008;72.5
3005;A;12/10/2009;72.5
3005;A;30/12/2009;75
3006;A;24/09/2005;9
3006;A;20/06/2007;11
3006;A;17/12/2007;9
3007;A;01/07/2006;7.5
3008;A;29/11/2006;11.5
3010;A;03/12/2008;10
3011;A;01/02/2010;9
3012;A;28/05/2010;9
3015;A;20/05/2009;17.5
3016;A;09/12/2009;12
3017;A;09/12/2009;11
3018;A;23/03/2010;2.2
3019;A;23/03/2010;2.2
3020;A;20/04/2010;2
3021;A;24/04/2010;2
3022;A;27/04/2010;1
3023;A;30/04/2010;2
3024;A;28/09/2002;0
3026;A;25/05/2012;16.8
3027;A;25/05/2012;16.8
3028;A;25/05/2012;16.8
3029;A;15/05/2012;16.8
4000;A;28/09/2002;0
4001;A;29/03/2003;0.02683
4002;A;29/03/2003;0.019
4003;A;29/03/2003;0.02029
4004;A;29/03/2003;0.0282
4015;A;15/06/2010;2.15
4030;A;01/09/2007;3.7
4031;A;01/09/2007;3.7
4032;A;01/09/2007;3.7
4034;A;01/11/2007;3.7
5023;A;01/04/2007;1.245
5023;A;21/02/2008;47
5093;A;01/04/2007;86.711
5093;A;21/02/2008;47
5094;A;01/04/2007;72.331
5094;A;21/02/2008;47
5096;A;01/04/2007;72.329
5096;A;21/02/2008;47
5105;A;01/04/2007;1.25
5105;A;21/02/2008;47
5110;A;01/04/2007;0.83
5110;A;15/06/2007;0.4
5110;A;21/02/2008;47
5152;A;01/04/2007;18.93
5287;A;01/04/2007;2.5
5287;A;21/02/2008;47
5297;A;01/04/2007;3.5
5297;A;15/06/2007;1.75
5297;A;21/02/2008;47
5325;A;01/04/2007;1.448
5356;A;01/04/2007;30
5356;A;21/02/2008;47
5374;A;01/04/2007;70.922
5374;A;21/02/2008;47
5377;A;01/04/2007;70.922
5377;A;15/06/2007;3.5
5379;A;01/04/2007;86.709
5379;A;15/06/2007;4.5
5379;A;21/02/2008;47
5445;A;01/04/2007;1.25
5445;A;15/06/2007;0.8
5445;A;21/02/2008;47
5445;A;01/03/2008;1.25
5447;A;01/04/2007;86.709
5514;A;01/04/2007;168.112
5554;A;01/04/2007;58.839
5554;A;21/02/2008;47
5584;A;01/04/2007;71.318
5584;A;21/02/2008;47
5590;A;01/04/2007;71.318
5590;A;15/06/2007;3.5
5590;A;21/02/2008;47
5614;A;01/04/2007;189.263
5614;A;21/02/2008;47
5615;A;01/04/2007;189.263
5615;A;21/02/2008;47
5640;A;01/04/2007;31.5
5640;A;15/06/2007;12
5640;A;21/02/2008;47
5662;A;01/04/2007;37.8
5662;A;21/02/2008;47
5664;A;01/04/2007;31.5
5664;A;21/02/2008;47
5680;A;01/04/2007;45.099
5680;A;21/02/2008;47
5848;A;01/04/2007;189.263
5849;A;01/04/2007;189.263
5849;A;21/02/2008;47
5886;A;01/04/2007;168.112
5886;A;21/02/2008;47
5889;A;01/04/2007;36
5889;A;21/02/2008;47
5898;A;01/04/2007;6
5911;A;01/04/2007;2.5
5934;A;01/04/2007;67.544
5936;A;01/04/2007;70.922
6021;A;20/07/2008;0.803
6021;A;30/07/2008;0.803
6022;A;20/07/2008;0.803
6024;A;20/07/2008;0.803
6042;A;20/07/2008;0.513
6045;A;20/07/2008;0.513
6050;A;20/07/2008;0.704
6051;A;20/07/2008;0.704
6052;A;01/04/2011;0.8
6052;A;01/05/2012;0.76
6053;A;01/04/2011;0.8
6053;A;19/03/2012;0.76
6054;A;01/04/2011;0.8
6054;A;19/03/2012;0.76
6055;A;01/04/2011;0.8
6055;A;19/03/2012;0.76
6056;A;01/04/2011;1
6057;A;01/04/2011;1.2
6057;A;19/03/2012;1.15
6058;A;01/04/2011;1.2
6058;A;01/05/2012;1.15
6059;A;01/04/2011;0.8
6059;A;01/09/2012;0.78
6060;A;01/04/2011;0.8
6060;A;01/09/2012;0.78
6061;A;01/04/2011;1.3
6061;A;01/05/2012;1.23
6062;A;01/04/2011;1.3
6062;A;01/05/2012;1.23
6063;A;01/04/2011;1.3
6063;A;19/03/2012;1.23
6064;A;19/03/2012;1.15
6065;A;19/03/2012;1.15
6066;A;19/03/2012;1.15
6067;A;19/03/2012;0.72
6068;A;19/03/2012;0.72
6070;A;19/03/2012;0.76
6071;A;19/03/2012;1.23
6072;A;19/03/2012;1.15
6072;A;01/08/2012;1.2
6073;A;01/10/2012;1.2
6073;A;01/11/2012;1.2
6074;A;01/06/2012;0.72
6075;A;01/06/2012;0.72
6100;A;01/04/2012;0.78
6101;A;01/04/2012;0.78
6102;A;01/04/2012;0.78
6103;A;01/04/2012;0.78
6105;A;01/04/2012;1.26
6105;A;01/09/2012;1.25
6106;A;01/04/2012;1.26
6106;A;01/09/2012;1.25
6107;A;01/04/2012;0.88
6108;A;01/04/2012;0.88
6109;A;01/04/2012;1.38
6109;A;01/09/2012;1.37
6110;A;01/04/2012;1.38
6110;A;01/09/2012;1.37
6111;A;01/04/2012;1.38
6112;A;01/04/2012;1.26
6112;A;01/09/2012;1.25
6113;A;01/04/2012;1.26
6113;A;01/09/2012;1.25
6114;A;01/04/2012;1.26
6114;A;01/09/2012;1.25
6115;A;01/04/2012;0.88
6116;A;01/04/2012;0.88
6117;A;01/04/2012;0.88
6118;A;01/04/2012;0.78
6119;A;01/04/2012;1.38
6119;A;01/09/2012;1.37
6120;A;01/04/2012;1.28
6121;A;01/04/2012;1.28
6150;A;01/08/2012;1345628.78
6151;A;29/01/2013;112656.13
6999;A;01/09/2006;0.4
7001;A;01/10/2005;0.35
7001;A;01/01/2006;0.35
7001;A;13/07/2006;0.4
7002;A;01/10/2005;0.35
7002;A;01/01/2006;0.35
7002;A;13/07/2006;0.4
7003;A;01/10/2005;0.35
7003;A;01/01/2006;0.35
7003;A;13/07/2006;0.4
7004;A;01/10/2005;1.5
7004;A;13/07/2006;2.2
7004;A;23/04/2007;2.4
7004;A;23/07/2007;2.2
7005;A;01/10/2005;1.5
7005;A;13/07/2006;2.2
7005;A;23/04/2007;2.4
7005;A;23/07/2007;2.2
7006;A;01/10/2005;1.5
7006;A;13/07/2006;2.2
7006;A;23/04/2007;2.4
7006;A;23/07/2007;2.2
7007;A;01/01/2006;0.4
7007;A;18/03/2008;0.42
7008;A;01/01/2006;0.4
7008;A;18/03/2008;0.42
7009;A;01/01/2006;0.4
7009;A;18/03/2008;0.42
7010;A;01/10/2005;4.3
7010;A;01/01/2006;4.3
7010;A;08/01/2007;5
7010;A;18/03/2008;6.5
7011;A;01/10/2005;4.3
7011;A;01/01/2006;4.3
7011;A;08/01/2007;5
7011;A;18/03/2008;6.5
7012;A;01/10/2005;4.3
7012;A;01/01/2006;4.3
7012;A;08/01/2007;5
7012;A;18/03/2008;6.5
7013;A;01/10/2005;0.8
7013;A;22/08/2006;0.85
7013;A;22/09/2006;1
7013;A;01/03/2007;0.87
7013;A;18/03/2008;0.87
7013;A;03/12/2008;0.85
7013;A;17/08/2010;1.1
7013;A;21/02/2011;1.1
7014;A;01/10/2005;0.8
7014;A;22/08/2006;0.85
7014;A;22/09/2006;1
7014;A;01/03/2007;0.87
7014;A;18/03/2008;0.87
7014;A;03/12/2008;0.85
7014;A;17/08/2010;1.1
7014;A;21/02/2011;1.1
7015;A;01/10/2005;0.8
7015;A;22/08/2006;0.85
7015;A;22/09/2006;1
7015;A;01/03/2007;0.87
7015;A;18/03/2008;0.87
7015;A;03/12/2008;0.85
7015;A;17/08/2010;1.1
7015;A;21/02/2011;1.1
7016;A;01/01/2006;6.5
7016;A;18/03/2008;8
7017;A;01/01/2006;6.5
7017;A;18/03/2008;8
7018;A;01/01/2006;6.5
7018;A;18/03/2008;8
7019;A;01/01/2006;1.3
7019;A;01/03/2007;1.7
7019;A;12/06/2007;1.3
7019;A;18/03/2008;1.5
7020;A;01/01/2006;1.3
7020;A;01/03/2007;1.7
7020;A;12/06/2007;1.3
7020;A;18/03/2008;1.5
7021;A;01/01/2006;1.3
7021;A;01/03/2007;1.7
7021;A;12/06/2007;1.3
7021;A;18/03/2008;1.5
7022;A;26/06/2006;0.8
7022;A;13/08/2007;0.8
7022;A;18/03/2008;0.9
7022;A;02/05/2008;0.8
7023;A;26/06/2006;0.8
7023;A;13/08/2007;0.8
7023;A;18/03/2008;0.9
7023;A;02/05/2008;0.8
7024;A;26/06/2006;0.8
7024;A;13/08/2007;0.8
7024;A;18/03/2008;0.9
7024;A;02/05/2008;0.8
7026;A;01/10/2005;1.5
7026;A;13/07/2006;2.2
7026;A;23/04/2007;2.4
7026;A;23/07/2007;2.2
7030;A;25/06/2007;11
7030;A;18/03/2008;12
7030;A;21/02/2011;13.5
7031;A;25/06/2007;11
7031;A;18/03/2008;12
7031;A;21/02/2011;13.5
7032;A;25/06/2007;11
7032;A;18/03/2008;12
7032;A;21/02/2011;13.5
7033;A;16/06/2009;12
7033;A;21/02/2011;13.5
7034;A;01/02/2010;12
7035;A;25/06/2010;12
7035;A;21/02/2011;13
7036;A;25/06/2010;12
7036;A;21/02/2011;13
7037;A;06/07/2010;12
7037;A;21/02/2011;13
7040;A;23/12/2012;6.5
7063;A;13/12/2011;40
7065;A;01/12/2012;0.04
7080;A;09/09/2008;0.5
7080;A;12/10/2009;0.6
7080;A;21/02/2011;0.6
7081;A;26/10/2010;3.5
7081;A;21/02/2011;4
7112;A;01/06/2009;0.8
7550;A;15/03/2012;3.5
7551;A;15/03/2012;6
7552;A;15/03/2012;3.9
7553;A;15/03/2012;7.5
7554;A;15/03/2012;3.9
7555;A;15/03/2012;7.5
7556;A;15/03/2012;3.8
7557;A;15/03/2012;9.5
7558;A;15/03/2012;8.2
7559;A;15/03/2012;19
7560;A;15/03/2012;8.2
7561;A;15/03/2012;19
7562;A;15/03/2012;8.2
7563;A;15/03/2012;19
7564;A;15/03/2012;8.2
7565;A;15/03/2012;19
7566;A;15/03/2012;5.5
7567;A;15/03/2012;10
7568;A;15/03/2012;1.5
7569;A;15/03/2012;1.5
7570;A;15/03/2012;1.5
7571;A;15/03/2012;2.5
7572;A;15/03/2012;6.5
7573;A;15/03/2012;1.5
7574;A;15/03/2012;1.5
7575;A;15/03/2012;1.5
7576;A;15/03/2012;1.5
7577;A;01/08/2012;1.2
7578;A;01/08/2012;4.5
7579;A;01/08/2012;1.2
7580;A;01/08/2012;4.5
